user_id,item_id,event,rating,timestamp
u0034,r0095,view,,2024-01-17T21:35:20Z
u0029,r0050,save,,2024-01-18T03:00:22Z
u0159,r0055,save,,2024-01-18T03:17:23Z
u0121,r0055,visit,4.4,2024-01-18T03:28:59Z
u0087,r0026,save,,2024-01-18T05:47:52Z
u0133,r0073,save,,2024-01-18T06:43:02Z
u0053,r0051,view,,2024-01-18T08:57:17Z
u0095,r0096,view,,2024-01-18T09:10:31Z
u0140,r0009,visit,4.7,2024-01-18T11:32:36Z
u0121,r0037,view,,2024-01-18T20:45:36Z
u0072,r0064,view,,2024-01-18T21:25:46Z
u0164,r0094,view,,2024-01-18T23:15:33Z
u0153,r0081,view,,2024-01-19T03:13:33Z
u0172,r0078,save,,2024-01-19T04:21:13Z
u0123,r0031,save,,2024-01-19T04:54:24Z
u0116,r0020,save,,2024-01-19T12:36:11Z
u0138,r0041,view,,2024-01-19T17:23:30Z
u0182,r0053,view,,2024-01-19T19:55:15Z
u0135,r0001,save,,2024-01-19T20:16:05Z
u0190,r0076,save,,2024-01-19T23:08:46Z
u0176,r0012,view,,2024-01-19T23:37:40Z
u0203,r0005,view,,2024-01-19T23:39:40Z
u0044,r0094,save,,2024-01-20T03:08:01Z
u0084,r0028,view,,2024-01-20T03:27:12Z
u0022,r0080,visit,4.5,2024-01-20T07:23:57Z
u0008,r0070,view,,2024-01-20T07:46:02Z
u0173,r0024,save,,2024-01-20T08:20:32Z
u0018,r0087,view,,2024-01-20T10:16:08Z
u0110,r0073,view,,2024-01-20T10:50:08Z
u0158,r0041,view,,2024-01-20T11:30:30Z
u0005,r0095,save,,2024-01-20T11:39:35Z
u0152,r0034,view,,2024-01-20T12:04:26Z
u0001,r0039,save,,2024-01-20T12:11:13Z
u0190,r0079,visit,3.1,2024-01-20T13:41:26Z
u0067,r0021,view,,2024-01-20T15:55:54Z
u0081,r0060,view,,2024-01-20T16:47:18Z
u0135,r0083,view,,2024-01-20T16:57:39Z
u0124,r0030,save,,2024-01-20T19:50:58Z
u0160,r0021,save,,2024-01-20T23:47:05Z
u0209,r0001,view,,2024-01-21T01:51:07Z
u0113,r0095,save,,2024-01-21T06:53:42Z
u0207,r0009,save,,2024-01-21T07:03:18Z
u0102,r0047,save,,2024-01-21T07:43:44Z
u0167,r0021,view,,2024-01-21T09:10:31Z
u0184,r0036,view,,2024-01-21T14:47:26Z
u0177,r0086,view,,2024-01-21T15:01:56Z
u0196,r0054,view,,2024-01-21T16:11:37Z
u0211,r0025,visit,4.9,2024-01-21T16:52:07Z
u0164,r0092,save,,2024-01-21T18:19:25Z
u0215,r0022,view,,2024-01-21T19:35:17Z
u0203,r0076,visit,3.7,2024-01-21T21:04:37Z
u0065,r0012,view,,2024-01-21T21:10:01Z
u0214,r0057,visit,4.9,2024-01-22T01:34:43Z
u0195,r0072,view,,2024-01-22T03:44:32Z
u0133,r0074,view,,2024-01-22T04:03:39Z
u0166,r0083,save,,2024-01-22T10:42:29Z
u0135,r0009,view,,2024-01-22T14:12:30Z
u0152,r0087,visit,4.1,2024-01-22T17:25:34Z
u0017,r0046,save,,2024-01-22T23:17:13Z
u0022,r0009,view,,2024-01-23T03:53:33Z
u0147,r0074,save,,2024-01-23T04:04:42Z
u0177,r0020,save,,2024-01-23T04:08:33Z
u0087,r0048,view,,2024-01-23T06:16:33Z
u0193,r0046,save,,2024-01-23T07:19:53Z
u0107,r0025,view,,2024-01-23T07:31:57Z
u0210,r0051,view,,2024-01-23T09:48:53Z
u0026,r0057,view,,2024-01-23T10:36:22Z
u0006,r0073,view,,2024-01-23T14:31:59Z
u0022,r0017,save,,2024-01-23T14:41:24Z
u0117,r0039,view,,2024-01-23T14:52:24Z
u0123,r0072,save,,2024-01-23T15:01:25Z
u0163,r0018,visit,4.8,2024-01-23T15:29:33Z
u0217,r0058,visit,4.7,2024-01-23T16:20:24Z
u0022,r0019,visit,4.7,2024-01-23T19:03:33Z
u0109,r0088,save,,2024-01-23T22:58:26Z
u0024,r0074,view,,2024-01-24T01:06:08Z
u0090,r0066,view,,2024-01-24T06:00:48Z
u0174,r0053,save,,2024-01-24T09:50:38Z
u0078,r0081,view,,2024-01-24T10:38:38Z
u0101,r0041,save,,2024-01-24T14:03:17Z
u0167,r0069,save,,2024-01-24T15:28:34Z
u0060,r0094,view,,2024-01-24T16:07:45Z
u0124,r0025,view,,2024-01-24T17:37:23Z
u0185,r0074,view,,2024-01-24T19:39:38Z
u0107,r0087,view,,2024-01-25T01:45:35Z
u0026,r0023,visit,4.5,2024-01-25T01:55:17Z
u0088,r0038,visit,4.8,2024-01-25T04:01:40Z
u0076,r0048,view,,2024-01-25T06:14:19Z
u0028,r0085,view,,2024-01-25T07:25:37Z
u0036,r0045,view,,2024-01-25T08:21:35Z
u0043,r0008,view,,2024-01-25T15:46:06Z
u0119,r0038,view,,2024-01-25T16:48:48Z
u0015,r0027,save,,2024-01-25T16:52:52Z
u0100,r0075,view,,2024-01-25T17:29:22Z
u0005,r0017,view,,2024-01-25T19:11:12Z
u0117,r0091,view,,2024-01-25T20:59:58Z
u0203,r0048,visit,3.9,2024-01-25T21:00:01Z
u0220,r0012,visit,4.3,2024-01-26T00:46:29Z
u0159,r0012,view,,2024-01-26T02:34:38Z
u0133,r0049,visit,4.7,2024-01-26T05:20:40Z
u0203,r0082,view,,2024-01-26T10:31:47Z
u0161,r0004,save,,2024-01-26T16:33:01Z
u0187,r0054,save,,2024-01-26T20:30:50Z
u0158,r0030,view,,2024-01-26T21:18:27Z
u0079,r0034,visit,4.6,2024-01-27T02:23:16Z
u0014,r0065,visit,3.6,2024-01-27T05:14:55Z
u0011,r0095,visit,4.3,2024-01-27T07:06:56Z
u0094,r0052,save,,2024-01-27T08:04:44Z
u0161,r0081,save,,2024-01-27T11:33:19Z
u0168,r0080,view,,2024-01-27T11:33:58Z
u0197,r0072,view,,2024-01-27T12:41:52Z
u0171,r0045,visit,3.6,2024-01-27T12:42:32Z
u0123,r0088,view,,2024-01-27T14:29:41Z
u0164,r0073,save,,2024-01-27T17:12:05Z
u0156,r0080,view,,2024-01-27T19:26:46Z
u0153,r0024,save,,2024-01-27T20:09:52Z
u0043,r0063,view,,2024-01-27T23:53:52Z
u0014,r0086,visit,4.4,2024-01-28T02:03:00Z
u0039,r0070,save,,2024-01-28T02:49:56Z
u0041,r0088,view,,2024-01-28T07:56:49Z
u0159,r0080,view,,2024-01-28T08:25:05Z
u0112,r0059,view,,2024-01-28T11:43:11Z
u0078,r0087,view,,2024-01-28T11:55:38Z
u0135,r0028,save,,2024-01-28T12:27:29Z
u0172,r0070,view,,2024-01-28T15:23:58Z
u0072,r0005,view,,2024-01-28T15:53:23Z
u0182,r0022,save,,2024-01-28T17:03:47Z
u0169,r0055,view,,2024-01-28T20:51:06Z
u0202,r0093,view,,2024-01-28T22:05:50Z
u0023,r0029,save,,2024-01-28T22:30:22Z
u0194,r0011,save,,2024-01-28T23:55:45Z
u0056,r0083,visit,3.8,2024-01-29T00:58:14Z
u0053,r0013,view,,2024-01-29T04:24:57Z
u0194,r0087,view,,2024-01-29T04:36:54Z
u0140,r0062,view,,2024-01-29T05:09:15Z
u0203,r0081,view,,2024-01-29T06:07:09Z
u0073,r0057,save,,2024-01-29T09:58:00Z
u0088,r0039,view,,2024-01-29T10:33:21Z
u0015,r0004,save,,2024-01-29T11:35:39Z
u0095,r0081,visit,4.6,2024-01-29T14:38:47Z
u0155,r0065,view,,2024-01-29T17:48:52Z
u0147,r0063,view,,2024-01-29T18:22:38Z
u0017,r0026,view,,2024-01-29T18:36:25Z
u0065,r0084,view,,2024-01-29T18:54:07Z
u0188,r0079,view,,2024-01-29T18:55:11Z
u0009,r0071,visit,4.3,2024-01-29T20:42:37Z
u0186,r0006,view,,2024-01-29T22:11:21Z
u0013,r0066,save,,2024-01-29T22:59:59Z
u0160,r0066,view,,2024-01-30T02:51:02Z
u0064,r0036,save,,2024-01-30T03:53:11Z
u0084,r0072,view,,2024-01-30T04:01:01Z
u0011,r0042,view,,2024-01-30T05:32:17Z
u0196,r0048,view,,2024-01-30T06:20:37Z
u0143,r0013,visit,5.0,2024-01-30T07:38:37Z
u0169,r0072,save,,2024-01-30T09:21:20Z
u0115,r0016,view,,2024-01-30T13:49:23Z
u0079,r0035,view,,2024-01-30T14:34:49Z
u0177,r0011,save,,2024-01-30T17:34:29Z
u0014,r0051,view,,2024-01-30T19:19:12Z
u0203,r0035,view,,2024-01-30T22:10:27Z
u0196,r0080,save,,2024-01-31T04:13:27Z
u0027,r0094,save,,2024-01-31T07:30:31Z
u0097,r0065,view,,2024-01-31T07:52:07Z
u0096,r0064,view,,2024-01-31T12:42:16Z
u0058,r0070,view,,2024-01-31T13:18:47Z
u0214,r0060,view,,2024-01-31T19:17:39Z
u0213,r0064,save,,2024-01-31T19:34:18Z
u0207,r0036,visit,5.0,2024-01-31T20:58:54Z
u0167,r0001,view,,2024-01-31T21:37:03Z
u0125,r0029,save,,2024-01-31T23:40:17Z
u0216,r0002,view,,2024-02-01T00:06:14Z
u0170,r0038,save,,2024-02-01T00:40:18Z
u0138,r0092,view,,2024-02-01T05:14:04Z
u0098,r0093,save,,2024-02-01T06:35:45Z
u0192,r0070,view,,2024-02-01T09:02:33Z
u0200,r0064,visit,4.6,2024-02-01T09:57:49Z
u0099,r0057,save,,2024-02-01T13:41:32Z
u0019,r0041,view,,2024-02-01T16:49:06Z
u0082,r0077,save,,2024-02-01T19:30:52Z
u0167,r0012,visit,3.9,2024-02-01T23:03:13Z
u0200,r0095,visit,4.4,2024-02-01T23:04:08Z
u0134,r0027,view,,2024-02-01T23:43:13Z
u0009,r0036,view,,2024-02-02T01:59:04Z
u0125,r0020,visit,3.8,2024-02-02T02:12:25Z
u0145,r0017,visit,5.0,2024-02-02T05:48:00Z
u0031,r0067,view,,2024-02-02T07:39:26Z
u0198,r0006,save,,2024-02-02T11:50:24Z
u0126,r0019,save,,2024-02-02T15:56:19Z
u0064,r0078,save,,2024-02-02T18:36:06Z
u0001,r0092,save,,2024-02-02T22:22:41Z
u0097,r0077,save,,2024-02-02T22:27:00Z
u0147,r0056,visit,4.0,2024-02-02T23:10:11Z
u0177,r0010,visit,3.8,2024-02-02T23:14:12Z
u0124,r0005,save,,2024-02-03T00:09:02Z
u0130,r0078,save,,2024-02-03T07:40:22Z
u0067,r0017,visit,4.3,2024-02-03T09:03:53Z
u0087,r0038,save,,2024-02-03T09:46:10Z
u0191,r0029,view,,2024-02-03T10:37:15Z
u0011,r0018,save,,2024-02-03T14:04:22Z
u0201,r0059,visit,5.0,2024-02-03T14:58:54Z
u0181,r0041,view,,2024-02-03T18:53:50Z
u0038,r0042,visit,3.9,2024-02-03T19:11:54Z
u0013,r0065,view,,2024-02-03T19:12:50Z
u0028,r0017,view,,2024-02-03T21:18:09Z
u0216,r0063,view,,2024-02-03T21:52:47Z
u0158,r0049,view,,2024-02-03T21:53:39Z
u0006,r0095,view,,2024-02-03T22:17:50Z
u0059,r0017,save,,2024-02-03T23:26:32Z
u0178,r0044,save,,2024-02-03T23:37:44Z
u0218,r0025,save,,2024-02-04T00:25:33Z
u0013,r0035,view,,2024-02-04T02:49:26Z
u0179,r0083,view,,2024-02-04T03:01:14Z
u0040,r0005,save,,2024-02-04T08:07:55Z
u0009,r0028,view,,2024-02-04T09:20:20Z
u0048,r0009,visit,4.0,2024-02-04T11:11:48Z
u0092,r0005,view,,2024-02-04T14:52:44Z
u0157,r0078,visit,4.2,2024-02-04T15:00:09Z
u0063,r0049,view,,2024-02-04T15:48:45Z
u0021,r0085,visit,3.4,2024-02-04T20:19:46Z
u0112,r0071,view,,2024-02-04T22:12:08Z
u0017,r0002,visit,4.5,2024-02-05T04:08:46Z
u0198,r0037,view,,2024-02-05T06:27:27Z
u0012,r0025,save,,2024-02-05T08:20:58Z
u0034,r0007,view,,2024-02-05T16:42:19Z
u0176,r0069,save,,2024-02-05T20:08:35Z
u0153,r0003,view,,2024-02-05T20:09:27Z
u0021,r0078,view,,2024-02-06T00:39:50Z
u0059,r0031,save,,2024-02-06T01:02:15Z
u0114,r0088,view,,2024-02-06T03:08:57Z
u0018,r0090,save,,2024-02-06T04:35:32Z
u0042,r0051,view,,2024-02-06T06:17:32Z
u0036,r0070,save,,2024-02-06T08:00:30Z
u0191,r0004,save,,2024-02-06T08:26:06Z
u0014,r0081,save,,2024-02-06T08:58:50Z
u0019,r0077,view,,2024-02-06T12:42:53Z
u0032,r0070,view,,2024-02-06T15:54:31Z
u0220,r0064,view,,2024-02-06T16:09:01Z
u0029,r0001,view,,2024-02-06T17:35:38Z
u0174,r0023,view,,2024-02-06T18:30:35Z
u0198,r0075,view,,2024-02-06T20:48:36Z
u0136,r0008,save,,2024-02-06T20:48:40Z
u0145,r0055,view,,2024-02-06T21:50:55Z
u0047,r0026,visit,4.0,2024-02-07T01:46:00Z
u0170,r0020,view,,2024-02-07T02:54:40Z
u0207,r0062,view,,2024-02-07T04:34:14Z
u0027,r0080,view,,2024-02-07T08:45:44Z
u0099,r0080,visit,4.4,2024-02-07T10:00:41Z
u0095,r0047,save,,2024-02-07T10:57:55Z
u0074,r0005,visit,4.3,2024-02-07T11:55:21Z
u0005,r0069,view,,2024-02-07T21:06:16Z
u0060,r0022,save,,2024-02-07T22:12:02Z
u0040,r0064,view,,2024-02-07T22:36:54Z
u0189,r0001,save,,2024-02-08T02:17:45Z
u0176,r0089,save,,2024-02-08T03:40:10Z
u0044,r0039,view,,2024-02-08T05:32:30Z
u0082,r0067,save,,2024-02-08T06:13:07Z
u0074,r0074,view,,2024-02-08T08:21:06Z
u0145,r0051,visit,4.8,2024-02-08T09:41:22Z
u0220,r0007,visit,4.5,2024-02-08T10:55:08Z
u0079,r0020,view,,2024-02-08T13:16:44Z
u0102,r0011,save,,2024-02-08T14:49:47Z
u0135,r0091,view,,2024-02-08T15:49:26Z
u0195,r0070,save,,2024-02-08T19:31:14Z
u0094,r0036,view,,2024-02-08T20:01:36Z
u0136,r0086,view,,2024-02-08T22:09:47Z
u0211,r0013,visit,4.4,2024-02-09T00:51:05Z
u0061,r0088,visit,4.3,2024-02-09T03:08:01Z
u0181,r0023,view,,2024-02-09T03:26:48Z
u0017,r0084,view,,2024-02-09T08:45:16Z
u0033,r0039,view,,2024-02-09T09:03:30Z
u0087,r0068,view,,2024-02-09T09:11:02Z
u0143,r0044,view,,2024-02-09T10:19:04Z
u0036,r0095,view,,2024-02-09T11:10:34Z
u0075,r0029,view,,2024-02-09T11:32:38Z
u0020,r0051,view,,2024-02-09T12:11:58Z
u0116,r0078,save,,2024-02-09T13:03:01Z
u0171,r0038,visit,5.0,2024-02-09T14:42:25Z
u0094,r0034,save,,2024-02-09T17:31:32Z
u0034,r0054,save,,2024-02-09T19:54:14Z
u0104,r0070,save,,2024-02-09T20:44:16Z
u0092,r0014,save,,2024-02-09T22:31:05Z
u0119,r0073,view,,2024-02-10T08:52:42Z
u0067,r0047,view,,2024-02-10T12:36:57Z
u0173,r0015,view,,2024-02-10T12:43:10Z
u0204,r0017,view,,2024-02-10T13:38:35Z
u0218,r0070,view,,2024-02-10T14:41:18Z
u0132,r0019,view,,2024-02-10T15:08:49Z
u0154,r0008,view,,2024-02-10T21:18:08Z
u0155,r0041,view,,2024-02-10T22:09:42Z
u0204,r0095,view,,2024-02-10T22:35:43Z
u0115,r0092,view,,2024-02-10T23:42:27Z
u0205,r0006,view,,2024-02-11T00:46:54Z
u0135,r0032,visit,4.4,2024-02-11T06:31:21Z
u0078,r0068,visit,3.1,2024-02-11T07:13:02Z
u0079,r0032,save,,2024-02-11T11:19:24Z
u0115,r0069,visit,4.3,2024-02-11T15:12:35Z
u0180,r0048,view,,2024-02-11T17:49:06Z
u0163,r0070,save,,2024-02-11T19:57:33Z
u0068,r0057,view,,2024-02-12T02:13:02Z
u0139,r0066,view,,2024-02-12T08:06:31Z
u0009,r0076,view,,2024-02-12T08:29:36Z
u0111,r0062,visit,4.1,2024-02-12T08:51:32Z
u0210,r0031,view,,2024-02-12T16:32:48Z
u0187,r0041,view,,2024-02-12T19:48:32Z
u0052,r0065,save,,2024-02-12T20:09:15Z
u0009,r0077,view,,2024-02-12T22:28:31Z
u0100,r0096,visit,4.5,2024-02-12T23:46:13Z
u0119,r0003,view,,2024-02-13T00:03:55Z
u0102,r0074,view,,2024-02-13T00:19:48Z
u0032,r0055,view,,2024-02-13T00:46:21Z
u0097,r0095,view,,2024-02-13T01:54:25Z
u0166,r0091,visit,4.7,2024-02-13T07:11:44Z
u0154,r0056,save,,2024-02-13T12:26:09Z
u0079,r0015,view,,2024-02-13T12:40:15Z
u0018,r0072,save,,2024-02-13T18:12:34Z
u0019,r0073,save,,2024-02-13T21:59:03Z
u0175,r0001,view,,2024-02-13T23:48:08Z
u0126,r0057,view,,2024-02-14T01:27:58Z
u0019,r0007,save,,2024-02-14T01:32:42Z
u0198,r0068,view,,2024-02-14T02:54:26Z
u0174,r0057,view,,2024-02-14T04:56:55Z
u0011,r0001,view,,2024-02-14T07:06:31Z
u0174,r0031,visit,5.0,2024-02-14T07:06:35Z
u0192,r0094,view,,2024-02-14T07:27:59Z
u0066,r0044,view,,2024-02-14T07:51:02Z
u0166,r0085,save,,2024-02-14T12:50:01Z
u0169,r0013,view,,2024-02-14T14:53:47Z
u0184,r0040,view,,2024-02-14T15:21:47Z
u0084,r0076,save,,2024-02-14T15:37:33Z
u0206,r0031,visit,3.8,2024-02-14T16:19:15Z
u0172,r0079,view,,2024-02-14T17:51:30Z
u0050,r0015,visit,3.6,2024-02-14T19:00:25Z
u0029,r0021,view,,2024-02-14T23:12:30Z
u0007,r0009,view,,2024-02-14T23:18:03Z
u0194,r0013,visit,4.0,2024-02-14T23:41:54Z
u0151,r0047,view,,2024-02-15T00:08:53Z
u0117,r0022,visit,4.4,2024-02-15T01:09:20Z
u0088,r0078,save,,2024-02-15T01:21:40Z
u0111,r0028,save,,2024-02-15T01:34:28Z
u0088,r0045,visit,4.6,2024-02-15T03:45:13Z
u0065,r0078,view,,2024-02-15T05:01:03Z
u0206,r0054,view,,2024-02-15T06:05:57Z
u0099,r0025,visit,4.0,2024-02-15T08:18:51Z
u0195,r0050,save,,2024-02-15T11:09:51Z
u0184,r0056,visit,5.0,2024-02-15T15:35:15Z
u0010,r0038,view,,2024-02-15T15:54:12Z
u0189,r0084,view,,2024-02-15T16:15:02Z
u0097,r0075,view,,2024-02-15T16:35:37Z
u0159,r0057,view,,2024-02-15T18:17:04Z
u0138,r0093,save,,2024-02-15T19:31:58Z
u0215,r0006,visit,3.8,2024-02-16T01:19:52Z
u0206,r0052,save,,2024-02-16T01:54:52Z
u0169,r0081,save,,2024-02-16T03:58:00Z
u0128,r0071,save,,2024-02-16T05:03:34Z
u0188,r0022,view,,2024-02-16T06:09:13Z
u0053,r0002,view,,2024-02-16T09:33:33Z
u0125,r0048,view,,2024-02-16T13:47:06Z
u0208,r0074,view,,2024-02-16T14:39:54Z
u0206,r0006,save,,2024-02-16T14:43:21Z
u0172,r0066,save,,2024-02-16T16:16:17Z
u0112,r0012,save,,2024-02-16T16:23:45Z
u0022,r0067,save,,2024-02-16T18:10:51Z
u0008,r0080,view,,2024-02-16T19:41:57Z
u0195,r0005,save,,2024-02-16T21:16:34Z
u0123,r0017,visit,3.0,2024-02-16T22:12:15Z
u0028,r0066,view,,2024-02-16T22:44:54Z
u0085,r0057,view,,2024-02-16T23:38:38Z
u0192,r0038,visit,3.8,2024-02-17T00:55:45Z
u0158,r0096,view,,2024-02-17T02:48:34Z
u0012,r0059,view,,2024-02-17T05:04:34Z
u0124,r0048,save,,2024-02-17T06:40:19Z
u0121,r0023,visit,3.0,2024-02-17T06:57:26Z
u0031,r0073,view,,2024-02-17T07:11:37Z
u0152,r0010,view,,2024-02-17T08:19:03Z
u0119,r0088,save,,2024-02-17T09:42:47Z
u0074,r0012,visit,3.8,2024-02-17T14:12:26Z
u0010,r0008,save,,2024-02-17T14:15:55Z
u0027,r0005,view,,2024-02-17T15:38:29Z
u0146,r0065,view,,2024-02-17T16:09:50Z
u0057,r0027,view,,2024-02-17T17:43:23Z
u0012,r0027,view,,2024-02-17T17:51:52Z
u0186,r0074,save,,2024-02-17T18:42:31Z
u0099,r0067,view,,2024-02-17T20:01:17Z
u0130,r0039,save,,2024-02-17T22:18:34Z
u0157,r0031,visit,4.4,2024-02-18T00:40:22Z
u0094,r0075,visit,3.0,2024-02-18T00:58:23Z
u0167,r0050,view,,2024-02-18T02:57:00Z
u0028,r0047,view,,2024-02-18T05:11:19Z
u0025,r0089,visit,4.5,2024-02-18T05:21:19Z
u0151,r0025,view,,2024-02-18T07:06:07Z
u0118,r0026,save,,2024-02-18T07:44:41Z
u0168,r0068,save,,2024-02-18T08:45:07Z
u0217,r0050,view,,2024-02-18T12:12:36Z
u0101,r0024,visit,4.7,2024-02-18T12:55:59Z
u0006,r0055,view,,2024-02-18T14:28:27Z
u0215,r0088,view,,2024-02-18T15:09:57Z
u0196,r0010,save,,2024-02-18T16:08:33Z
u0184,r0050,view,,2024-02-18T18:34:21Z
u0167,r0089,view,,2024-02-18T20:15:54Z
u0100,r0063,save,,2024-02-18T23:27:05Z
u0036,r0001,view,,2024-02-19T00:27:25Z
u0056,r0076,view,,2024-02-19T00:33:45Z
u0086,r0070,view,,2024-02-19T03:55:59Z
u0129,r0047,visit,5.0,2024-02-19T05:56:58Z
u0174,r0022,visit,4.6,2024-02-19T07:52:41Z
u0215,r0021,view,,2024-02-19T09:43:06Z
u0087,r0037,view,,2024-02-19T10:55:17Z
u0052,r0030,visit,4.8,2024-02-19T15:31:55Z
u0216,r0095,visit,4.2,2024-02-19T16:57:16Z
u0073,r0072,save,,2024-02-19T17:19:37Z
u0081,r0071,save,,2024-02-19T17:42:11Z
u0102,r0079,view,,2024-02-20T02:12:01Z
u0118,r0087,visit,3.7,2024-02-20T02:59:02Z
u0045,r0056,save,,2024-02-20T03:32:04Z
u0188,r0077,visit,3.8,2024-02-20T04:56:55Z
u0028,r0048,view,,2024-02-20T04:59:26Z
u0082,r0065,view,,2024-02-20T07:34:55Z
u0107,r0048,view,,2024-02-20T09:53:39Z
u0184,r0006,save,,2024-02-20T14:51:52Z
u0062,r0006,save,,2024-02-20T15:00:18Z
u0021,r0072,view,,2024-02-20T15:29:10Z
u0209,r0066,view,,2024-02-20T15:44:49Z
u0116,r0063,visit,4.2,2024-02-20T16:57:58Z
u0172,r0030,visit,3.7,2024-02-20T18:18:39Z
u0092,r0078,view,,2024-02-20T19:07:39Z
u0151,r0032,view,,2024-02-20T21:07:42Z
u0053,r0011,visit,4.6,2024-02-20T21:18:39Z
u0185,r0076,view,,2024-02-20T22:56:20Z
u0079,r0031,save,,2024-02-21T00:43:03Z
u0178,r0022,view,,2024-02-21T00:53:47Z
u0139,r0077,view,,2024-02-21T07:12:10Z
u0218,r0038,save,,2024-02-21T09:24:11Z
u0096,r0067,save,,2024-02-21T10:29:24Z
u0098,r0008,view,,2024-02-21T11:17:27Z
u0172,r0015,save,,2024-02-21T14:23:16Z
u0026,r0087,view,,2024-02-21T16:20:08Z
u0099,r0089,view,,2024-02-21T21:14:39Z
u0024,r0058,save,,2024-02-21T23:30:59Z
u0026,r0055,save,,2024-02-22T01:26:18Z
u0092,r0070,save,,2024-02-22T01:26:41Z
u0168,r0015,visit,3.7,2024-02-22T02:38:01Z
u0125,r0010,view,,2024-02-22T05:27:39Z
u0086,r0095,save,,2024-02-22T07:23:53Z
u0028,r0037,view,,2024-02-22T13:37:58Z
u0172,r0077,view,,2024-02-22T13:43:20Z
u0127,r0044,save,,2024-02-22T13:53:49Z
u0027,r0021,visit,4.1,2024-02-22T14:17:30Z
u0089,r0076,visit,3.8,2024-02-22T15:00:06Z
u0206,r0048,view,,2024-02-22T17:27:28Z
u0150,r0079,view,,2024-02-22T18:17:24Z
u0098,r0016,visit,4.2,2024-02-22T20:16:21Z
u0032,r0031,view,,2024-02-22T22:35:45Z
u0130,r0031,view,,2024-02-22T23:16:37Z
u0175,r0079,visit,3.7,2024-02-23T00:36:32Z
u0213,r0078,view,,2024-02-23T01:06:32Z
u0057,r0076,save,,2024-02-23T02:12:25Z
u0181,r0090,save,,2024-02-23T02:29:22Z
u0130,r0007,visit,3.9,2024-02-23T03:42:12Z
u0140,r0078,view,,2024-02-23T04:19:46Z
u0098,r0050,save,,2024-02-23T04:54:09Z
u0161,r0086,view,,2024-02-23T12:54:23Z
u0103,r0031,view,,2024-02-23T13:03:03Z
u0140,r0021,save,,2024-02-23T14:25:05Z
u0199,r0067,view,,2024-02-23T16:23:51Z
u0185,r0015,view,,2024-02-23T19:06:08Z
u0208,r0009,save,,2024-02-23T19:38:59Z
u0160,r0047,view,,2024-02-23T20:28:42Z
u0204,r0063,view,,2024-02-23T21:09:39Z
u0060,r0050,visit,4.0,2024-02-23T22:00:07Z
u0006,r0087,view,,2024-02-23T23:25:15Z
u0089,r0023,visit,4.0,2024-02-24T01:02:14Z
u0144,r0052,save,,2024-02-24T05:09:44Z
u0078,r0015,view,,2024-02-24T08:13:05Z
u0115,r0017,view,,2024-02-24T09:56:21Z
u0130,r0072,view,,2024-02-24T10:24:26Z
u0081,r0063,view,,2024-02-24T14:59:55Z
u0034,r0070,view,,2024-02-24T16:41:38Z
u0220,r0028,visit,4.0,2024-02-24T17:54:11Z
u0040,r0008,view,,2024-02-24T17:55:03Z
u0210,r0075,view,,2024-02-24T19:02:20Z
u0114,r0056,visit,4.5,2024-02-24T23:52:59Z
u0119,r0009,view,,2024-02-25T01:12:26Z
